	alpha	beta	genescale
gene_295	0.21843320766428667	1.9954011839458254	1.1539868796080188
gene_296	0.2774002987649522	2.184151004727819	4.917457981060565
gene_297	0.6279116709036958	1.8438459492130241	1.0863106804702511
gene_298	0.2515375308388681	1.8638589268285473	11.573466093116197
gene_299	0.1649677541851466	2.2164458055226115	2.497859538834245
gene_300	0.1100953313485575	1.8477799270449045	3.26385751046799
gene_301	0.25389395635445866	2.2547796222427134	3.091031584220434
gene_302	0.12215620048958173	2.407011953592199	2.008071279711289
gene_303	0.16279968780579676	2.1388166134755227	0.5196490645172651
gene_304	0.23106415023696125	2.3912516862797153	1.493120254439431
gene_305	0.22082156881896783	2.6207881709172716	5.236757807539049
gene_306	0.17198691436171426	1.6671825992280924	12.56182130890001
gene_307	0.3008306154837143	2.332237920650724	4.262540212950808
gene_308	0.39083532042040653	1.8696042838837652	0.5150375630128466
gene_309	0.16959394174183576	2.1724248325835305	4.99384752197425
gene_310	0.3569751802998367	1.6660632467294363	2.414432020261994
gene_311	0.3216827690943711	2.3676015645572077	1.3514718283716458
gene_312	0.1734294681907695	2.6391851986049417	5.1221863654832065
gene_313	0.10775842593740848	3.311502883415773	2.0415447039261254
gene_314	0.12288295510751066	2.3446987213598316	3.6828108533530983
gene_315	0.1196083336185169	1.6389804584837109	8.919940501265348
gene_316	0.11965160797118136	2.171848284641416	2.45464964014102
gene_317	0.09962975341830163	2.112414828476278	2.310312173382622
gene_318	0.26268081633191503	2.6870867683657256	2.189237977093701
gene_319	0.20521790104903573	2.1326602978546223	0.5032999889728976
gene_320	0.1970225396665532	1.829223298672869	0.5961126274158264
gene_321	0.14318089918150645	2.014361477110103	0.8305475098986637
gene_322	0.2799351592555619	2.0545268930215355	3.32942743741187
gene_323	0.13346056816321128	1.8997386982065185	1.6307508669007043
gene_324	0.1295117049335585	1.6579537491917244	1.7040518007801984
gene_325	0.11030548877082554	2.221254870581307	5.36122380106406
gene_326	0.2338684729502762	1.6331752061145166	1.8020539967542513
gene_327	0.4412792503928425	1.755148062223896	3.044862247033542
gene_328	0.2143865939762535	1.9623371601482842	1.5594418063765414
gene_329	0.13419122252397847	1.730388406922677	2.0184715866365
gene_330	0.2798150739432302	1.7749581791758646	1.9351805464519949
gene_331	0.15738855804296006	2.704854658054764	0.7050819529301753
gene_332	0.160464089559897	1.6699917788302003	3.8348205413073333
gene_333	0.27416635015689683	2.7791182927030813	1.6893606939685966
gene_334	0.22075530312142194	1.7884242356904123	5.46279070215542
gene_335	0.3556011053541281	2.6564233408418274	3.66641104891185
gene_336	0.23674681948302073	2.6094239054216777	4.027319854055846
gene_337	0.23963251553820955	1.6732168450832887	4.1361514894426445
gene_338	0.3699653206430358	3.1736915184605077	3.072584495391836
gene_339	0.11572401852082696	1.5753006945427535	1.3312389611287976
gene_340	0.5675510979514355	2.0983327129982685	0.7154509400284219
gene_341	0.11499785594509822	1.6758435360892077	3.1330837743209514
gene_342	0.28541765648317785	1.785972759560215	1.7887825252887704
gene_343	0.29662859684524684	2.3165108036390025	3.728511133935304
gene_344	0.1828245794009492	1.9531554540648992	0.47344163959591495
gene_345	0.1588986574233697	2.501831638772317	2.1492359168783914
gene_346	0.14728559855152235	3.108446841269811	1.7334993046288398
gene_347	0.11003664580357046	1.692634240523353	0.42731799695953404
gene_348	0.16057616314361287	1.7761208353751958	0.8252121352027588
gene_349	0.2679003129054594	1.4716316417817823	1.666228697071855
gene_350	0.13996958492929545	2.6780594816368835	0.619147802008318
gene_351	0.17719179345324754	2.0058560725863384	3.876453319845435
gene_352	0.28218564235764315	2.0973705015157695	2.028941736423668
gene_353	0.3290681836458887	2.0145520656834104	1.2768256006464016
gene_354	0.1572255819897819	1.9387339630873417	2.285622882555789
gene_355	0.3056696407654492	3.4057766558320837	0.6469087058030498
gene_356	0.11879019018702235	1.5396116877228845	1.0701386371489456
gene_357	0.15153775459103372	2.552132381068728	2.185043900714409
gene_358	0.14047157716801356	2.192737110171949	16.560907611302138
gene_359	0.15301624299510885	1.5650472748201896	0.8300362969880914
gene_360	0.16787181124046427	2.874817644676571	1.7120994533898894
gene_361	0.2929763001617778	1.809646256545131	1.4565754483812445
gene_362	0.30253347943613224	2.2123339580005332	0.45745971780335953
gene_363	0.11714013231305546	1.9344354209785086	1.8226515662642098
gene_364	0.22769397363004185	2.0442801218470077	3.740315222357645
gene_365	0.17716070312510418	1.531577781387919	1.0619349936181848
gene_366	0.1603181480683692	2.04719903260146	7.779146883634694
gene_367	0.38551967449079705	2.1244026182898548	0.9744941371747191
gene_368	0.29017673246679065	1.4184419848851668	4.635566236371705
gene_369	0.11124229219146269	1.8983528492782642	1.0652245848222697
gene_370	0.14057393844491464	2.3220926446496377	3.3671163592119036
gene_371	0.2586419348427659	1.8833196652930042	2.213754600397644
gene_372	0.28426427362629514	1.9434681804411067	4.9170549730124185
gene_373	0.15629972773242226	2.036110298640068	1.2521343150655768
gene_374	0.25317896095686826	2.215725301115681	3.048485704460192
gene_375	0.12021200187270387	2.2314501580710626	4.4450979101887675
gene_376	0.20600603527495037	2.1166885252825844	1.68794800703342
gene_377	0.21085464904752493	2.162908409286281	0.6814658136505747
gene_378	0.5091565417492475	1.775402519167499	5.428253425144362
gene_379	0.11988992088352333	2.0659581881440667	25.217329684854857
gene_380	0.23795463298745476	1.6216431976326993	2.9891564098006618
gene_381	0.3387051304726749	1.78699249551562	1.3744289651344221
gene_382	0.2879426896579441	1.861756247950527	4.986855216305766
gene_383	0.20189500975095964	1.7681299512787343	0.6951153284773117
gene_384	0.136185171080024	2.1915969932187562	0.1687925859592318
gene_385	0.1423414258072289	2.229490717970751	3.288180355836689
gene_386	0.07286662555530102	2.421203303540731	1.0164128038590512
gene_387	0.1172879750057766	3.091355500492965	2.2955632298838604
gene_388	0.15635643058452753	2.2076420479772665	0.4993520799321324
gene_389	0.2668591314007563	2.377172813704268	4.948835464070014
gene_390	0.11966679383017571	1.657533306081345	2.234937899876034
gene_391	0.2539188150452293	2.1540855634502103	1.3262367354348177
gene_392	0.2153059654679759	1.9322898226873353	1.5466360353427102
gene_393	0.10302759229996751	1.7994783722974788	1.9133586927546136
gene_394	0.23062343779018377	1.8939550966817449	2.189526772553802
gene_395	0.4436690640425842	2.124593429755107	1.7048981952698459
gene_396	0.08082172267833485	1.55859336274858	5.639060359597732
gene_397	0.23024869551525462	2.099533048914048	3.853901656210842
gene_398	0.22839816611489305	2.4227450965926867	5.276006730646674
gene_399	0.31328880303311146	1.9644035584321595	2.5351799107731665
gene_400	0.1077803505905938	1.8556053742497371	3.9580417969166444
gene_401	0.15145596385616622	1.9761888005056982	3.2233688966380734
gene_402	0.2829136233947306	2.050519142721989	17.673593215332012
gene_403	0.2664614838796516	2.1642226043839425	0.48269455195612937
gene_404	0.08387487925126248	2.153509867529483	11.02616032404484
gene_405	0.2020634927232563	2.2371952617140716	0.5392132771949899
gene_406	0.21271423059707278	1.989084512617055	0.7563024871760616
gene_407	0.11468654948015643	2.013558201918041	0.959276965311754
gene_408	0.2130790841661442	3.6757531747149916	2.8726928520581723
gene_409	0.2475833756033758	1.683190691907068	1.3574838595132677
gene_410	0.3824967811952251	2.0806431862336785	12.704944205046832
gene_411	0.22680770768902989	2.0401010569236875	2.5925648688457037
gene_412	0.1151177609979798	2.2471775600230934	6.942170114551087
gene_413	0.22137720645463888	1.8111643517963913	1.8446935430383646
gene_414	0.2903189226723682	1.4989551796292475	1.270122504141269
gene_415	0.12939522595507383	2.043260755009745	8.529457097666358
gene_416	0.20093795903392658	1.7517863402774587	0.777000893303859
gene_417	0.11483460718309042	1.9106839400264342	2.1571290729430483
gene_418	0.32800722055153053	1.7932136402960892	1.8441066325284023
gene_419	0.15495398579904457	2.4112520105252395	2.5442562738994607
gene_420	0.2797084396570592	1.9042738870396425	1.9119142158931752
gene_421	0.4036456125798957	2.3664160488659585	1.2711189286641285
gene_422	0.20187764796913346	2.5920947311739155	0.3942474250268578
gene_423	0.30295708195836313	1.7248951580340504	1.8188308922390777
gene_424	0.13818600633257402	2.3463237538153976	21.04988535031456
gene_425	0.28109961518398413	2.241899741610469	2.884555620601033
gene_426	0.24823039451378967	2.394606428261238	0.2766367519130513
gene_427	0.2229234422480855	1.7673172191864466	0.6177223500681069
gene_428	0.14832841134702093	2.5095495670131513	1.9258587476037514
gene_429	0.24628377554934178	1.7007077295108177	5.339646787920222
gene_430	0.11643047690411934	1.740033715949755	0.8415339499564986
gene_431	0.28604381423648995	2.003171737818425	6.079991152988585
gene_432	0.24332772818588425	1.8951937819932847	2.067557860532416
gene_433	0.18756899525416368	1.812284535673078	1.2225936437907436
gene_434	0.14169537187436596	2.280071060564037	0.7436780785078134
gene_435	0.08431317118227526	2.371384544576282	3.2353951023213203
gene_436	0.21843623214903454	1.6201984270329874	0.7623282351891166
gene_437	0.17803725283447344	2.4256078809229136	3.982603630516921
gene_438	0.26839929118214484	1.6399304781730504	0.27995832636052204
gene_439	0.4313004178660085	1.9013501881224641	1.630781059511863
gene_440	0.27205411334353996	1.362044879312639	0.675309843156318
gene_441	0.1311569755571464	2.2423357789870204	0.3807842595746195
gene_442	0.17677856610375553	1.9813256008509312	1.7181281717977206
gene_443	0.14454987993851273	2.345571884708444	1.6198270456297401
gene_444	0.21618341935018123	3.9441530932406192	4.037867726390411
gene_445	0.20799816186571587	1.7518165948599547	2.069240167523161
gene_446	0.39270588465252715	2.5264848049114796	10.984592885688324
gene_447	0.42017848725582796	1.6035318486216934	1.3343404132336667
